"time","user_id","name","tweet","retweets","location","created","followers","is_user_verified"
"2018-08-07 07:28:08","1026731704843739137","QEBNA","Here goes another option for home delivery of cooked food for COVID patients located in South Kolkata.\nVeg - 40 INR , Non-Veg 60 INR https://t.co/WeSSKPydiB","0","Kolkata, India","28-Apr-2021","2462","False"
"2021-04-05 12:06:48","1379042742697795588","BuopsoNews","Farmers with food for Covid patients &amp; their attendants are spotted outside many hospitals in Delhi.\n150 days of protest and they are still there!\n\n #CoronavirusIndia #FarmersProtest https://t.co/bCi4b0NJaq","0","Gujranwala Town, Delhi, 110009","28-Apr-2021","8","False"
"2021-01-15 20:55:25","1350184789190406144","yoongienthusias","PATNA\n\nFOOD FOR COVID PATIENTS AVAILABLE in PATNA \nspecifically Kankarbagh, dm for contact number \nthey will ask you to send positive reports and address on whatsapp.","37","","28-Apr-2021","832","False"
"2018-08-07 07:28:08","1026731704843739137","QEBNA","Here goes another option for home delivery of cooked food for COVID patients located in Behala , Kolkata.\nhttps://t.co/N5ASc2xabi https://t.co/llPds8gu2Q","0","Kolkata, India","28-Apr-2021","2462","False"
"2009-11-18 10:10:35","90840418","reachrummana","Food for Covid patients #COVID19India #CovidHelp https://t.co/hh4rD00pxS","0","Bangalore","28-Apr-2021","2555","True"
"2019-12-29 13:34:36","1211279304442540032","raosahil0001","COVID 19 DELHI\n\n•Delhi Bjp Team \nFree food for Covid patients,helping for admit in hospital,arrangement plasma,giving oxygen &amp; many more helps. \n\n•Aap \n No bed only ad,100room book for vvip in Ashoka hotel\n\nThanks @adeshguptabjp ji 🙏\n#Vvip #AshokaHotel https://t.co/kWmHmheYlp","3","New Delhi, India","28-Apr-2021","259","False"
"2021-04-21 07:03:54","1384764696155230211","MrilqO","FREE/Subsidized FOOD for COVID Patients  &amp; Health Workers👇🏻\n\nhttps://t.co/2IYlVORj6u\n.\n.\n#COVID19\n#CoronavirusIndia #CoronaSecondWave #resources #Help #food #health #HealthcareHeroes #covidpatients #pandemic #smallbusiness #coronavirus #CovidHelp #Covid #CoronavirusPandemic","5","Dhanbad, India","28-Apr-2021","6","False"
"2011-08-28 23:48:37","363951572","raatchhh","#Delhi free food for COVID patients. Contact on Instagram - photo added 28.04 around 10:40am #CovidSOS https://t.co/wJjxo40DBT","2","","28-Apr-2021","358","False"
"2008-08-19 10:16:40","15902653","carona_m","Free food for COVID patients in #Bhubaneswar. Forwarded by a trusted sources. Not verified personally.\n#CovidHelp #CovidResources https://t.co/yGraMNqrp8","0","Bangalore, India","28-Apr-2021","1245","False"
"2014-09-11 15:11:25","2803810014","WeAreVasai","Bed availibility page updated with phone numbers - https://t.co/UQ5xiRbaZW\n\nAlso have listed a organization that is providing free food for COVID patients.","10","Vasai (वसई) Baçaim ","28-Apr-2021","4502","False"
"2017-07-23 06:12:42","889005328506990592","AMITA0744","#Farmers with food for #Covid patients &amp; their attendants are spotted outside many hospitals in Delhi. #CoronavirusIndia #FarmersProtest https://t.co/Oo3sG5yzIb","1","Julana, India","28-Apr-2021","37686","False"
"2019-11-11 12:02:31","1193861496582725632","IndianBackchod","Farmers with food for Covid patients &amp; their attendants are spotted outside many hospitals in Delhi. #CoronavirusIndia #FarmersProtest https://t.co/f8uP864vWj","0","India","28-Apr-2021","5146","False"
"2020-12-24 08:44:29","1342028315146608640","sukhdha75655514","Farmers with food for Covid patients &amp; their attendants are spotted outside many hospitals in Delhi.\n\n#5MonthsOfFarmersProtest https://t.co/1V2Hqseiim","121","","28-Apr-2021","2411","False"
"2020-04-13 20:59:28","1249804364883132417","Mandeeptiwana8","Farmers with food for Covid patients &amp; their attendants are spotted outside many hospitals in Delhi. #CoronavirusIndia #FarmersProtest https://t.co/aPttSbIxgU","3","","27-Apr-2021","13","False"
"2019-12-18 14:13:32","1207302770396524544","law_yaar","Free food for Covid patients\n\n#covid #covidcrisis #covid19 #covid_19 #CovidResources  #coronaresources #coronaindia #coronavirus #coronaviruspandemic #coronabengal #kolkatafightscorona #bengal #westbengal #TeamSAATH  #KolkataCovid https://t.co/hTM5Eq5PgT","0","Kolkata, India","27-Apr-2021","43","False"
"2019-10-13 11:13:53","1183339996683522049","omn1trix","food for covid patients in Chandigarh\nVerified 10 Pm today https://t.co/1TTux6qlAN","0","Pochinki","27-Apr-2021","468","False"
"2018-08-07 07:28:08","1026731704843739137","QEBNA","Here goes additional options for home delivery of cooked food for COVID patients of Kolkata. https://t.co/ruOhoNWTr7","0","Kolkata, India","27-Apr-2021","2462","False"
"2018-08-07 07:28:08","1026731704843739137","QEBNA","Here goes another option for home delivery of cooked food for COVID patients of Kolkata living in Baghbazar , Hatibagan , Khanna , Ultadanga areas.\nhttps://t.co/4cOqeY3yEo https://t.co/JuUrxggwQZ","0","Kolkata, India","27-Apr-2021","2462","False"
"2019-07-23 16:11:20","1153699122987192321","Srikanth19863","@Jagadish_999 Jagratha ra Ayya..\nFree Food for Covid Patients ki ani 6 Day's line ga thiruhuthuna..\nThroat infection..\n1 st Naku From Birth","0","","27-Apr-2021","1061","False"
"2017-02-02 07:52:23","827062091194445824","googieflower09","okay so appreciation post for people providing free food for covid patients. God bless you. I will pray for your health and happiness🙏 Even if you are charging something from people who can afford, it's fine but for real. God is watching. You all will be blessed🙏","2","","27-Apr-2021","254","False"
"2020-03-06 15:12:16","1235946259933888512","achhattisgariha","Home Food for COVID patients:  https://t.co/VVrW6T3IEr \n\nMore resources:\n\nEmergency Services Directory: https://t.co/SXT9WrQXII \n\nAll India: https://t.co/4u89VGjMTC \n\n#CovidHelp #CovidResources #COVIDEmergency","0","","27-Apr-2021","20","False"
"2020-07-13 14:44:58","1282687365891321856","Shahbaz16629533","Farmers with food for Covid patients &amp; their attendants are spotted outside many hospitals in Delhi. #CoronavirusIndia #FarmersProtest https://t.co/pbKiuTIY7h","0","Bhadrak, India","27-Apr-2021","94","False"
"2020-07-02 10:46:59","1278640803506606080","CareClubFound","•*• Verified by thehraav•*•\nHome delivery food for covid patients\nDelivery available in full delhi NCR region\nOrder at : +919871440413\n#thehraavngo #CovidResources #Oxygen #CovidHelp #OxygenEmergency #oxygenavailable #CovidHelp #DelhiCovid #food","1","New Delhi, India","27-Apr-2021","72","False"
"2013-11-27 12:34:44","2217708877","CViraraghavan","#Chennai #Volunteers needed to cook, deliver and order #food for #Covid patients #CovidHelp Please look at this thread. https://t.co/lf9oszG4N2","1","Madras, India","27-Apr-2021","1400","False"
"2020-02-14 13:15:09","1228306600827420673","urstrulyram9999","Free food for covid patients in vijayawada and hyderabad.. https://t.co/f0JH7F661k","4","🚜🐄🌾 KONASEEMA - HYD 🏙🌇🛣","27-Apr-2021","1565","False"
"2017-11-17 08:10:55","931434458481278977","venkysplace","Farmers with food for Covid patients &amp; their attendants are spotted outside many hospitals in Delhi. #CoronavirusIndia #FarmersProtest \n@venkysplace\n\nhttps://t.co/iHRnl6PGBL","0","","27-Apr-2021","55","False"
"2017-10-01 10:37:00","914438995160948737","PavanReddyN777","Free food for covid patients in Hyderabad. \n\n#CovidHelp #IndiaFightsCOVID19 #CovidResources https://t.co/sqT2zdnyXO","4","Cuddapah, India","27-Apr-2021","484","False"
"2011-10-15 07:53:59","391233132","VishalThakur08","Anyone serving food for covid patients near friends colony, taimur nagar. @KhanAmanatullah @msisodia @AamAadmiParty","0","","27-Apr-2021","52","False"
"2021-04-24 16:03:18","1385987682589937665","fightcovid_help","home cooked food for covid patients at home. All three meals breakfast, lunch and dinner is being provided at a very nominal price. Any meal can be ordered separately as well. \nLoc: South Delhi\nContact: 8178405583\nPooja Khurana \n#Verified","1","New Delhi","27-Apr-2021","15","False"
"2017-03-28 14:06:40","846725225743998976","mrinalrajaram85","Sharing a series of related Google Docs looking for #Volunteers to cook, deliver and order food for #Covid patients across #Chennai. Was sent to me by friends who assisted tirelessly during the migrant crisis. Please share! \n\nhttps://t.co/PoHj81lqlH","8","Chennai, India","27-Apr-2021","162","False"
"2009-08-28 09:43:03","69550173","rituparnaborah","@basrur @WefastDelivery It's an app which loots people during Covid. I am delivering free food for covid patients and they have behaved horribly with me. First they charge 150 for the same address and then 191 for the same address and the next day. Trust me they are looters","0","new delhi","27-Apr-2021","735","False"
"2019-07-27 16:36:48","1155155084306575360","AbijeetUniverse","Free food for covid patients in Hyderabad. \nContact below numbers based on your location \n\n#CovidHelp #IndiaFightsCOVID19 #CovidResources https://t.co/FvVfL4U0Fa","5","India","27-Apr-2021","365","False"
"2017-11-09 14:59:35","928638202537172992","MaheshBabuFansG","Free food for covid patients in Hyderabad. \n@SVC_official @RRRMovie\n#CovidHelp #IndiaFightsCOVID19 #CovidResources @SureshProdns @KeerthyOfficial https://t.co/0muC1qeF5V","2","Hyderabad, India","27-Apr-2021","466","False"
"2017-11-09 14:59:35","928638202537172992","MaheshBabuFansG","Free food for covid patients in Hyderabad. \n\n#CovidHelp #IndiaFightsCOVID19 #CovidResources https://t.co/7e0CKH9KZD","1","Hyderabad, India","27-Apr-2021","466","False"
"2020-01-21 18:25:05","1219687325636026369","PANDUPYM","Free food for covid patients\n#Covid19IndiaHelp #COVID19India \n#CovidHelp https://t.co/kkWfgniVkC","4","","27-Apr-2021","237","False"
"2013-03-01 21:11:06","1231484029","moinaksg","Free food for Covid patients....\n\n#SOSKolkata \n\nPlease spread the message. \n\n#COVID19Pandemic https://t.co/JFf6deC3CL","0","","27-Apr-2021","2212","False"
"2010-03-30 15:42:59","127903649","onlymaheshfans","Free food for covid patients in Hyderabad. \n\n#CovidHelp #IndiaFightsCOVID19 #CovidResources https://t.co/INGv3BVzzJ","105","Hyderabad, India","27-Apr-2021","123589","False"
"2019-12-06 17:29:05","1203003369045942274","DHFMB_Sai","free food for covid patients in #Vijayawada Spread and retweet https://t.co/kMtyK8Xp2Q","1","U Can't ","27-Apr-2021","1568","False"
"2014-08-30 16:43:31","2780784822","laxmionline","I just supported Homefood for Chennai on @buymeacoffee! 🎉 \n\nHomefood for Chennai is serving home cooked simple food for COVID patients in Chennai. You can support by buying a meal 🍛 here — https://t.co/fc19QEJh1T","1","Singapore","27-Apr-2021","202","False"
"2009-08-31 10:52:08","70364936","amaanbali","Farmers with food for Covid patients &amp; their attendants are spotted outside many hospitals in Delhi. #CoronavirusIndia #FarmersProtest https://t.co/k5BhPBvQ8q","834","Mumbai, Punjab, Kashmir","27-Apr-2021","30939","False"
"2019-11-07 02:40:50","1192270611306823680","AbhinavKarthik_","Contact numbers for BEDS,Oxygen &amp; Plasma for Hyderabad people\n\nFree food for covid patients in Miyapur,AmeenPur,Chandanagar,KPHB ,Nizampet, HyderNagar, ShamirNagar,babaguda,thumagunta\n\n#CovidHelp #covidhyderabad #CovidHelpHyderabad https://t.co/t8KyPbwGu5","224","","27-Apr-2021","5246","False"
"2019-12-06 17:29:05","1203003369045942274","DHFMB_Sai","free food for covid patients in #Vijayawada Spread and retweet\n@AlankarMBFans https://t.co/3jV8d0nWbv","47","U Can't ","27-Apr-2021","1568","False"
"2017-09-27 08:06:51","912951657260109824","faultedstar03","Home cooked food for covid patients and their families in #gurgaon. #Covid19IndiaHelp #CovidHelp https://t.co/YuphIHNJLi","0","Delhi, India","27-Apr-2021","22","False"
"2021-04-25 11:07:28","1386275622276587524","tenali_rama","#SOSBangalore #food #bengaluru #Bangalore #bangalorecovid #CovidResources \n\n*Food for covid patients. Area - Outer Ring Road, Panathur* https://t.co/A68qgXYX4s","2","","27-Apr-2021","5","False"
"2019-07-14 06:50:35","1150296517015560193","seemakar1","COOK AND BAKE providing free food for covid patients. \nSHARE RETWEET... HELP RANCHI GET PAST THIS DIFFICULT TIMES\n\n🙏🙏 very nice initiative 🙏🙏\n@akanshasethi8\n@shubhamgantayat \n@CHI21official21 https://t.co/KB2Hja9M3n","2","","27-Apr-2021","7","False"
"2021-04-26 07:17:16","1386580044982546433","niiivedita","#CovidResources for #Bihar :\n#OxygenRefilling and free food for #Covid patients! Please Amplify! 🙏🏼 https://t.co/Yzps9BNnTk","0","नोएडा, भारत","27-Apr-2021","32","False"
"2012-10-26 10:46:59","905745512","montyanand19","@deepigoyal @zomato It should not be restricted to restaurants only. It should be extended to homes/individuals, if some one is interested to cook home food for covid patients and give to covid patients using your delivery channel. This makes more sense.","0","","27-Apr-2021","0","False"
"2018-08-07 07:28:08","1026731704843739137","QEBNA","Additional option for delivery of cooked food for COVID patients from South Kolkata. https://t.co/UsMDvHeCxr","0","Kolkata, India","27-Apr-2021","2462","False"
"2020-11-13 11:42:47","1327215237699919878","TeamSaath","#Ranchi #Food\n\nContact 7250481236 for free food for Covid patients in \nRanchi. Lunch and Dinner available.\n\nVerified By #TeamSAATH🤝","80","","27-Apr-2021","25084","False"
"2008-12-22 17:40:19","18311617","gunjakapoor","If you need food in #LUCKNOW\n\nFood for Covid Patients\n\nPl book by Whatsapp on :\n9415075434 ,9793245725\n\nService Area : Chowk, Thakurganj","4","Lucknow","27-Apr-2021","37475","False"
"2010-05-16 11:38:01","144471668","soumitrapote","#MahaCovid \nVeg Food for Covid patients. https://t.co/lZROnCIrfe","16","India","27-Apr-2021","8794","False"
"2021-02-02 06:50:01","1356494984619327488","AnthSald","HOME COOKED\nMEALS IN DELHI\n@RuchiraC\nHere's A List Of Places Offering Home Cooked Food In Delhi, Mumbai If You're In COVID Isolation\n\nhttps://t.co/Gbt6yZwMoM","0","","27-Apr-2021","287","False"
"2020-03-13 21:29:02","1238577786433835008","rachaellllllll_","#Ranchi #Food\n\nContact 7250481236 for free food for Covid patients in \nRanchi\nLunch and Dinner available.\n\nVerified by Ayudh on 27-04-21 @ 11 AM.\n\n#ICLUVerifies","9","covid resources in the thread","27-Apr-2021","1029","False"
"2017-10-12 15:19:42","918496405471113216","Harendr65732524","Jodhpur mein food for covid patients... https://t.co/sWgpfnHrSr","0","Indore, India","27-Apr-2021","6","False"
"2018-08-07 07:28:08","1026731704843739137","QEBNA","Here goes another option for home delivery of cooked food for COVID patients located in Kolkata. https://t.co/pMztFyVGHs","1","Kolkata, India","27-Apr-2021","2462","False"
"2018-08-07 07:28:08","1026731704843739137","QEBNA","Here goes additional options for home delivery of cooked food for COVID patients located in and around Kolkata. https://t.co/sFdrlrkuJV","2","Kolkata, India","27-Apr-2021","2462","False"
"2019-03-14 21:42:04","1106309545670987777","polarrfanacc","@DeepuaKahin #Ranchi #Food\n\nContact 7250481236 for free food for Covid patients in \nRanchi\nLunch and Dinner available.\n\nVerified by Ayudh on 27-04-21 @ 11 AM.\n\n#ICLUVerifies","0","","27-Apr-2021","14","False"
"2016-10-16 16:36:35","787693732137140224","Cric_diary_","#Ranchi #Food\n\nContact 7250481236 for free food for Covid patients in \nRanchi\nLunch and Dinner available.\n\nVerified by Ayudh on 27-04-21 @ 11 AM.\n#ICLUVerifies","2","Honolulu, HI","27-Apr-2021","1232","False"
"2020-01-05 19:41:39","1213908376788197376","leftistcupcake","#Ranchi #Food\n\nContact 7250481236 for free food for Covid patients in \nRanchi\nLunch and Dinner available.\n\nVerified by Ayudh on 27-04-21 @ 11 AM.\n\n#ICLUVerifies","21","🏖️","27-Apr-2021","6003","False"
"2020-08-21 19:26:34","1296891224108888064","mannatmegha","They Supplies food for Covid Patients &amp; for family!\nOnly For #Delhi \n\n#CovidResources #COVIDEmergency2021 https://t.co/B13aWQYDgl","9","🖤of⚓","27-Apr-2021","432","False"
"2010-11-12 15:15:15","214919746","DeepuaKahin","Anybody helping in #Ranchi with free food for covid patients \n\nPlease share contact.","2","India","27-Apr-2021","1309","False"
"2010-09-19 06:35:03","192465011","kavi_keshaw","Free Food for covid patients and families...\n\nIn Muzzfarpur... Contact numbers for other districts coming soon..\n\n@Divyaprakas8 https://t.co/6J9L7wF1mj","15","सारण गया समस्तीपुर मधुबनी दरभंगा  वर्धमान दिल्ली चंडीगढ़ मुज़फरपुर","27-Apr-2021","500","False"
"2020-10-02 09:00:25","1311954076725211136","Smile82113069","Dear media instead of panicking us please\nShare how people can avail injections\nArrange for hospital beds\nArrange food for covid patients\nEducate people to get vaccinated.🙏\n#StayStrongIndia \n#SocialMedia \n#NarendraModi \n#BSYediyurappa \n#TV9Kannada \n#publictv \n#TV5 \n#aajtak","0","","26-Apr-2021","0","False"
"2018-08-07 07:28:08","1026731704843739137","QEBNA","https://t.co/FGHZm13t5U\nHere goes an option for home delivery of cooked food for COVID patients of Kolkata who live in Behala, Tollygunge, Jodhpur Park and adjacent areas","1","Kolkata, India","26-Apr-2021","2462","False"
"2009-07-03 03:52:04","53286865","Ahambhumika","#Delhi Home cooked food for COVID patients at doorstep https://t.co/u8sdSdxRbJ","3","BHOPAL","26-Apr-2021","11736","False"
"2018-02-03 08:58:46","959712757300961280","sadbixchh","Home cooked Food for covid patients in #Jammu \n1. Rakesh Bhat-\n 9419186326 (Allover Jammu)\n\n 2. Alpana-   7889691198 (Allover Jammu)\n\n 3. Gudia-\n or DM her at @Ridzloveflowers on twitter (For people living near Damana, Bantalab and Muthi Camp Jammu)","4","She/her","26-Apr-2021","10446","False"
"2013-12-08 14:56:56","2236158631","Saurabhcool9","@brijrajsingh .. sir are u providing food for covid patients at sec 121.","0","","26-Apr-2021","1","False"
"2021-03-12 20:10:09","1370467009251581955","SakshiParihar_","🚨 LOCATION : BIKANER, RAJSTHAN\n\nFREE FOOD FOR COVID PATIENTS. \n\nCONTACT : 9588802638, 9696526912\n\nGOOD INITIATIVE ❤️👏 https://t.co/W9MdpKOYNq","3","","26-Apr-2021","517","False"
"2015-02-22 17:46:11","3036792296","Kanimozhiyal","Food for COVID patients. Kindly share. #covidupdate #covidhelp #Coimbatore https://t.co/Im8PLixm21","13","Chennai, India","26-Apr-2021","11597","False"
"2018-09-11 11:41:59","1039479161465851904","MaaRegd","Regularly serving Free Home Made Food for COVID+ Patients &amp; their Families in Chandigarh by Maa Sanstha Trust (R) contact us on 9717500120 Join us.@WHO @Chandigarh2help @VermaaDiksha @DgpChdPolice @SonuSood @nilambariips @iranasodhi @Karan_Gilhotra @vpsbadnore https://t.co/U4DmMbdVaJ","2","India","26-Apr-2021","108","False"
"2009-10-27 07:16:01","85517123","amitranabjp","@PoonamSharma__ @BJP4Chandigarh has issued a 24x7  helpline no. 8699999599 for any assistance regarding allocation of beds , oxygen, food for Covid patients etc.","0","Chandigarh, India","26-Apr-2021","4297","False"
"2015-05-18 03:50:33","3218861820","itsmeFSL","If you want to order food for #covid patients, you can go to https://t.co/OoXGXP1KEA to connect with tiffin services and restaurants that are offering food. Pass it on!\n\n(You can also register yourself as a service provider here). https://t.co/C24LWZqbeF","1","Noida, India","26-Apr-2021","849","False"
"2018-07-14 07:29:30","1018034736877404161","KocharAastha","Home delivery food for covid patients\nIn Delhi\n+919871440413\nVerfied 3:15 pm\n26/04/2021\n\n#CovidHelp\n#Ventilator\n#OxygenCylinders #CoronavirusIndia\n#DelhiCovid #CovidIndiaInfo\n#CovidResources #food","17","Ghaziabad, India","26-Apr-2021","89","False"
"2013-05-06 04:59:34","1406806620","vaskarhere","2/3\nDelhi Sikh Gurdwara Management Committee (DSGMC) is also offering Langar sewa (food) for COVID patients.\n\nRelax Restaurant in Delhi is offering free meals to people affected by COVID-19 in South Delhi.\n\n#IndiaFightsBack #COVID19India","0","Assam, India","26-Apr-2021","512","False"
"2016-12-04 02:53:38","805243638238232576","jollynarenkumar","Delhi - Free Food for Covid patients 👇 https://t.co/HrRxnsblF8","0","Mumbai, India","26-Apr-2021","328","False"
"2012-04-04 09:51:40","545080956","SkSnigdha","#Delhi Free Food for Covid patients https://t.co/Ukglo1MHvd","0","Hyderabad, Lucknow, Noida","26-Apr-2021","379","False"
"2020-08-13 18:00:18","1293970572393684992","Vkaushal_in","Home Made Food for #Covid Patients by Rotary Club of #Jalandhar.\n\nAny Covid patient/s who require home made food, kindly call/whatts app at these numbers -\n\n9855040640\n9336600007\n9815512029","1","India","26-Apr-2021","80","False"
"2016-08-20 11:59:54","766967994811424768","Suraj_chauhan_1","@bhumipednekar please help to amplify this.\nFree food for covid patients in panchkula. https://t.co/XyI2I6sVrR","3","Chandigarh, India","26-Apr-2021","59","False"
"2009-09-29 11:27:30","78281096","viren56002","@discoveryplusIN Send these celebrity cooks to Covid Hospitals to cook food for covid patients or prepare tiffins.\nhttps://t.co/H3YFQ5UO2p","0","india","26-Apr-2021","3824","False"
"2021-01-15 20:55:25","1350184789190406144","yoongienthusias","Jatin Tiffin Services in Delhi is providing free food for Covid patients, lunch dinner or both \ncontact - +91 80768 02423\nPLEASE DON'T SPAM unless you need it","65","","26-Apr-2021","832","False"
"2018-04-27 04:44:10","989726876598845440","follo_me___","Free food for covid patients in #Delhi https://t.co/MSXtzf29fD","0","India","26-Apr-2021","23233","False"
